Activity_ID,Customer_ID,Plan_ID,PaymentMethod_ID,Date_ID,Monthly_Charges,Total_Charges,Tenure_Months,Internet_Usage_GB,Calls_Minutes,Customer_Satisfaction_Score
A0004168,C004168,P012,PM008,20180722,106.1,5082.8,48,104.87,246,5.9
A0004169,C004169,P027,PM002,20230119,43.8,43.8,1,18.07,331,6.3
A0004170,C004170,P080,PM002,20200819,59,3707.6,63,14.14,0,9.5
A0004171,C004171,P169,PM002,20190407,69.95,220.45,3,13.27,190,7.6
A0004172,C004172,P045,PM006,20230217,24.35,1133.7,48,0,239,10
A0004173,C004173,P096,PM008,20220428,29.45,1983.15,66,6.41,20,5.6
A0004174,C004174,P147,PM008,20180720,84.4,5746.75,68,79.57,245,9.7
A0004175,C004175,P027,PM002,20190531,45.05,770.6,17,12.64,290,4.5
A0004176,C004176,P011,PM004,20221111,20.65,134.05,7,2.66,196,7.6
A0004177,C004177,P022,PM006,20210514,87.1,6230.1,72,26.08,293,7.7
A0004178,C004178,P011,PM004,20210916,19.85,573.05,29,1.73,400,7
A0004179,C004179,P135,PM002,20200114,90.35,3419.3,37,99.42,339,7.9
A0004180,C004180,P053,PM004,20200524,109.8,3587.25,34,108.09,242,3.6
A0004181,C004181,P090,PM002,20210629,84.65,3541.35,42,86.04,310,3.9
A0004182,C004182,P064,PM004,20220618,65.5,3801.3,59,17.1,301,8.5
A0004183,C004183,P035,PM006,20190129,79.5,868.5,11,75.27,295,3.8
A0004184,C004184,P063,PM002,20230710,80.95,4859.1,60,78.03,350,6.8
A0004185,C004185,P144,PM004,20200904,56.15,1439.35,27,14.45,349,6.4
A0004186,C004186,P034,PM004,20180616,85.8,85.8,1,87.6,238,4
A0004187,C004187,P035,PM002,20200902,79.1,79.1,1,90.85,307,6.1
A0004188,C004188,P265,PM004,20230722,34.4,592.75,17,6.74,6,6.9
A0004189,C004189,P011,PM004,20190328,20.75,1185.95,58,0,166,7.4
A0004190,C004190,P011,PM004,20200509,18.8,18.8,1,0,225,8.2
A0004191,C004191,P027,PM004,20180729,44.3,134.5,3,15.27,243,3.9
A0004192,C004192,P256,PM002,20200207,90.8,4921.2,53,92.12,100,10
A0004193,C004193,P045,PM002,20220528,25.6,901.25,35,6.68,327,7.9
A0004194,C004194,P015,PM008,20180802,105.95,5341.8,50,93.82,0,5.3
A0004195,C004195,P175,PM008,20221207,70.8,4859.95,68,9.31,494,9.1
A0004196,C004196,P045,PM002,20220814,25.4,1139.2,47,0,385,9.3
A0004197,C004197,P012,PM006,20200830,108.8,7082.45,65,114.29,226,8.5
A0004198,C004198,P005,PM002,20211121,69.75,324.6,5,61.92,250,4.3
A0004199,C004199,P042,PM002,20181031,94.65,4812.75,51,79.61,277,7
A0004200,C004200,P042,PM006,20230110,96.05,4399.5,46,98.91,196,4.5
A0004201,C004201,P073,PM002,20200510,76.85,663.55,9,78.07,267,7.4
A0004202,C004202,P011,PM004,20230130,20.25,174.65,8,0,237,7.2
A0004203,C004203,P045,PM008,20231208,24.8,321.7,14,0,241,6.3
A0004204,C004204,P014,PM002,20230207,115.65,5125.5,45,110.8,266,9
A0004205,C004205,P073,PM008,20220622,74.6,548.9,8,75.15,131,5
A0004206,C004206,P150,PM004,20220417,50.15,50.15,1,11.91,253,4.4
A0004207,C004207,P229,PM006,20200802,103.15,7031.3,66,105.62,264,7.6
A0004208,C004208,P277,PM008,20210603,72.1,5016.65,72,7.36,261,10
A0004209,C004209,P014,PM006,20221017,113.6,4594.95,41,109.32,230,2.5
A0004210,C004210,P045,PM004,20190718,25.1,611.45,23,0,352,6.4
A0004211,C004211,P035,PM002,20180629,78.9,2384.15,29,77.62,218,4.6
A0004212,C004212,P063,PM002,20181017,80.15,319.85,4,77.46,270,7.4
A0004213,C004213,P045,PM004,20180706,25.4,153.3,6,4.24,366,6.9
A0004214,C004214,P202,PM008,20190501,105.4,7035.6,67,96.1,242,7.6
A0004215,C004215,P027,PM004,20210922,45.75,344.2,7,13.95,269,6.6
A0004216,C004216,P045,PM004,20200212,24.45,1431.65,56,3.04,241,8.5
A0004217,C004217,P045,PM008,20230107,25,1849.2,72,9.53,361,5.2
A0004218,C004218,P261,PM002,20201123,85.25,6083.1,72,23.17,226,8.1
A0004219,C004219,P011,PM008,20210723,19.6,426.65,23,1.82,365,7.1
A0004220,C004220,P161,PM004,20180701,50.15,1655.35,35,6.03,240,9.2
A0004221,C004221,P005,PM002,20210616,70.55,1943.9,27,58.59,172,10
A0004222,C004222,P019,PM002,20211003,60.05,1616.15,26,22.24,311,4.4
A0004223,C004223,P045,PM004,20180526,26.4,314.95,12,0.24,222,9.3
A0004224,C004224,P011,PM004,20201203,20.15,804.85,40,6.09,305,7.2
A0004225,C004225,P080,PM004,20230114,58.85,465.7,7,10.79,0,6.6
A0004226,C004226,P070,PM008,20190514,97.55,6669.05,70,100.15,250,10
A0004227,C004227,P011,PM008,20200313,19.65,1161.75,60,9.54,208,8.4
A0004228,C004228,P068,PM008,20230622,25.25,947.75,39,9.67,1,8.1
A0004229,C004229,P014,PM008,20210811,114.45,8375.05,72,115.83,200,8.8
A0004230,C004230,P059,PM002,20230716,34.7,34.7,1,10.45,5,4.8
A0004231,C004231,P286,PM002,20190615,70.7,3770,54,13.36,245,8
A0004232,C004232,P034,PM002,20210924,85.3,264.8,3,92.08,126,3.3
A0004233,C004233,P170,PM008,20230815,75.55,4707.85,63,19.61,278,7.7
A0004234,C004234,P076,PM002,20180804,84.8,6152.4,71,87.32,372,9
A0004235,C004235,P011,PM004,20200225,20.65,958.1,42,0,275,7.3
A0004236,C004236,P011,PM006,20220624,20.45,943,47,0,322,8.7
A0004237,C004237,P012,PM008,20230615,102.45,6615.15,66,109.63,348,5.1
A0004238,C004238,P015,PM006,20230608,104.4,2200.25,21,102.66,361,3.8
A0004239,C004239,P239,PM002,20180816,35.65,425.1,11,17.96,24,6.6
A0004240,C004240,P006,PM002,20230512,99.75,99.75,1,99.36,205,4.3
A0004241,C004241,P159,PM002,20200627,90.45,5044.8,55,81.24,185,7.5
A0004242,C004242,P272,PM008,20220719,97.65,6743.55,69,102.11,320,8.3
A0004243,C004243,P029,PM002,20181012,73.85,196.4,3,70.9,313,7.3
A0004244,C004244,P136,PM002,20230704,74.4,299.7,4,25.81,319,3.7
A0004245,C004245,P301,PM008,20220702,69.1,2093.9,30,20.86,420,9.2
A0004246,C004246,P154,PM002,20210201,82.75,417.75,5,75.03,251,8.2
A0004247,C004247,P045,PM008,20210623,24.4,1725.4,71,1.07,288,7.2
A0004248,C004248,P097,PM002,20220828,55.25,1620.2,29,27.56,161,7.9
A0004249,C004249,P019,PM006,20191006,61.35,3169.55,52,20.87,442,9.2
A0004250,C004250,P262,PM008,20180126,76.75,5233.25,68,22.74,219,8.4
A0004251,C004251,P011,PM004,20230808,19.4,967.85,46,5.57,222,8.4
A0004252,C004252,P054,PM008,20191213,54.75,438.05,8,17.48,218,7.1
A0004253,C004253,P011,PM008,20201022,19.7,1421.9,72,1.24,191,9
A0004254,C004254,P011,PM006,20220615,19.9,323.15,17,0,184,10
A0004255,C004255,P057,PM002,20201204,107.95,318.6,3,109.12,202,7
A0004256,C004256,P171,PM006,20200727,83.8,163.7,2,88.98,127,6.7
A0004257,C004257,P082,PM008,20180103,74.25,639.65,9,70.07,179,5.1
A0004258,C004258,P207,PM008,20220112,56.4,2928.5,51,24.04,25,9.1
A0004259,C004259,P011,PM004,20210304,20.1,100.35,6,0,316,7.7
A0004260,C004260,P042,PM002,20210807,94.9,273.2,3,90.46,333,7
A0004261,C004261,P042,PM002,20180625,94.2,1608.15,17,99.19,355,7.9
A0004262,C004262,P161,PM002,20210217,49.9,1441.95,30,13.54,415,8.5
A0004263,C004263,P286,PM002,20221203,71.05,2168.15,31,25.11,90,7.2
A0004264,C004264,P105,PM006,20200808,81.65,3618.7,45,23.04,139,8.5
A0004265,C004265,P256,PM006,20181207,89.45,5692.65,64,89.15,177,9.4
A0004266,C004266,P230,PM002,20180501,59.85,59.85,1,20.42,207,4.7
A0004267,C004267,P005,PM002,20190729,69.6,69.6,1,71.05,222,4.3
A0004268,C004268,P021,PM002,20230405,99,5969.3,61,89.02,209,9
A0004269,C004269,P011,PM004,20220812,19.05,19.05,1,0,269,7
A0004270,C004270,P146,PM002,20220225,45.4,418.8,9,18.27,10,3.5
A0004271,C004271,P014,PM006,20200826,114.45,8100.55,72,113.79,184,7.5
A0004272,C004272,P011,PM004,20230908,19.5,19.5,1,0,54,3.5
A0004273,C004273,P027,PM004,20230109,44.25,313.45,7,6.48,160,6.9
A0004274,C004274,P159,PM006,20191116,90.55,6130.95,66,85.15,200,9.9
A0004275,C004275,P005,PM002,20191005,69.9,69.9,1,59.79,227,7.3
A0004276,C004276,P011,PM006,20210109,20.4,745.3,40,0,148,7
A0004277,C004277,P251,PM006,20210809,71.4,1212.1,16,18.43,205,8
A0004278,C004278,P171,PM006,20181021,87.15,183.75,2,82.32,148,4.5
A0004279,C004279,P045,PM008,20220301,24.85,1583.5,67,0,238,9.3
A0004280,C004280,P229,PM006,20200117,104.45,4162.05,41,106.27,153,9.3
A0004281,C004281,P011,PM008,20200103,19.8,1119.9,56,10.66,173,5.7
A0004282,C004282,P014,PM006,20220501,116.45,8013.55,72,108.89,132,8.4
A0004283,C004283,P034,PM006,20181120,84.75,264.85,3,90.55,236,3.2
A0004284,C004284,P011,PM008,20201221,20.05,1102.4,54,5.07,172,10
A0004285,C004285,P044,PM002,20181228,110.75,5832,52,106.85,331,8.3
A0004286,C004286,P135,PM006,20231002,89.7,4304.5,50,90.72,286,6.7
A0004287,C004287,P140,PM002,20190206,89.95,1178.4,14,87.66,243,4.6
A0004288,C004288,P010,PM008,20220506,48.7,1421.75,27,15.54,178,7.7
A0004289,C004289,P024,PM006,20191112,96.6,6827.5,72,104.15,284,8.8
A0004290,C004290,P055,PM008,20230308,74.3,4698.05,62,25.32,312,9.3
A0004291,C004291,P144,PM002,20200919,54.3,654.5,12,18.83,262,6.4
A0004292,C004292,P136,PM006,20220112,74.85,3268.05,44,20.3,394,10
A0004293,C004293,P100,PM006,20210111,79.95,4362.05,54,72.53,291,9.6
A0004294,C004294,P011,PM006,20200721,20.05,1386.9,68,0,332,6.6
A0004295,C004295,P011,PM004,20221209,19.4,415.4,20,6.23,262,8.1
A0004296,C004296,P219,PM006,20230721,54.9,2614.1,50,8.83,310,10
A0004297,C004297,P045,PM008,20180322,24.45,1513.6,58,0,178,9.2
A0004298,C004298,P007,PM006,20210613,89.65,3161.6,35,90.28,208,7.3
A0004299,C004299,P027,PM002,20200111,45.4,80.95,2,8.7,281,8.7
A0004300,C004300,P185,PM004,20220808,75.7,4676.7,63,18.75,280,10
A0004301,C004301,P053,PM008,20181121,110.65,6526.65,58,108.53,295,8.2
A0004302,C004302,P011,PM004,20201215,20.55,583.3,27,0,349,7.1
A0004303,C004303,P014,PM008,20210519,115.15,8078.1,71,110.28,121,8.1
A0004304,C004304,P249,PM008,20180413,58.55,3503.5,63,21.08,162,8.3
A0004305,C004305,P193,PM006,20200327,93.25,6669.45,71,86.71,270,7.3
A0004306,C004306,P053,PM002,20200117,113.2,4689.5,41,105.21,184,5
A0004307,C004307,P133,PM002,20230917,90.5,1201.15,13,87.35,553,3.1
A0004308,C004308,P035,PM002,20200323,79,143.65,2,82.66,296,3.7
A0004309,C004309,P011,PM006,20210601,19.35,1292.65,68,0,242,8.5
A0004310,C004310,P010,PM004,20210809,48.75,48.75,1,12.3,203,5.9
A0004311,C004311,P051,PM002,20220916,109.05,7108.2,65,109.27,206,9.6
A0004312,C004312,P045,PM006,20201121,25,1802.55,72,0,252,6.1
A0004313,C004313,P189,PM008,20230415,54.9,1505.15,28,18.94,260,5.9
A0004314,C004314,P045,PM008,20221121,24.75,1859.1,72,2.16,208,8.1
A0004315,C004315,P075,PM002,20210918,91.15,168.5,2,89.1,225,8.1
A0004316,C004316,P011,PM006,20221125,20.15,390.85,18,5.23,370,6.1
A0004317,C004317,P012,PM002,20220809,104.35,6339.45,60,98.71,374,7.8
A0004318,C004318,P308,PM002,20221031,66.05,1652.4,26,25.45,272,7.7
A0004319,C004319,P005,PM002,20211030,71.65,71.65,1,72.42,129,4.8
A0004320,C004320,P011,PM004,20230826,20.35,77.5,4,0,298,3
A0004321,C004321,P022,PM008,20190810,92.2,6392.85,68,27.56,389,8.1
A0004322,C004322,P132,PM008,20180917,84.25,3264.5,38,83.71,373,3.3
A0004323,C004323,P015,PM006,20230403,105.2,4599.15,42,111.3,316,7.9
A0004324,C004324,P011,PM006,20211123,19.6,1134.25,57,0,378,7.6
A0004325,C004325,P001,PM002,20230501,30.4,1621.35,54,5.31,10,6.7
A0004326,C004326,P089,PM006,20221122,78.1,947.3,12,83.28,306,4.8
A0004327,C004327,P131,PM004,20180410,61.5,2722.2,44,15.47,188,8
A0004328,C004328,P031,PM006,20200717,69.4,3058.3,42,25.32,276,9.6
A0004329,C004329,P045,PM006,20220107,24.75,1769.6,72,8.74,369,6.2
A0004330,C004330,P022,PM004,20181124,91.05,6293.75,71,25.31,196,7.8
A0004331,C004331,P156,PM004,20210913,89.65,1761.05,19,93.06,172,4
A0004332,C004332,P269,PM008,20201201,73.65,1642.75,23,16.33,258,8.9
A0004333,C004333,P011,PM008,20210927,19.4,578.5,30,3.97,229,8.7
A0004334,C004334,P045,PM006,20190404,26.2,954.9,35,1.26,308,8.8
A0004335,C004335,P043,PM002,20211109,98.7,973.25,10,101.07,209,3.9
A0004336,C004336,P027,PM006,20220219,43.85,43.85,1,9.93,404,9.1
A0004337,C004337,P005,PM004,20180808,69.7,1490.4,22,61.39,133,6.4
A0004338,C004338,P046,PM004,20200508,38.55,280,7,14.08,20,5.6
A0004339,C004339,P101,PM004,20231209,53.1,1901.25,36,5.61,3,6.5
A0004340,C004340,P011,PM004,20210727,20.65,716.4,34,0,88,8
A0004341,C004341,P145,PM008,20190311,64.45,4720,72,24.04,271,8.6
A0004342,C004342,P045,PM008,20210623,25.1,930.95,36,1.21,227,4.5
A0004343,C004343,P029,PM002,20181007,76.35,76.35,1,86.09,150,6.5
A0004344,C004344,P040,PM002,20180309,79.15,1676.95,23,84.28,98,5
A0004345,C004345,P034,PM002,20220730,85,2642.05,32,81.73,249,2.8
A0004346,C004346,P024,PM008,20200113,95.15,6770.85,71,95.29,337,8.1
A0004347,C004347,P078,PM004,20210711,79.35,1835.3,23,79.11,302,9.6
A0004348,C004348,P025,PM006,20230706,96.65,1588.25,17,88.74,255,8.7
A0004349,C004349,P136,PM002,20220902,75.5,75.5,1,17.95,293,8.8
A0004350,C004350,P011,PM004,20211217,19.7,258.35,12,0,247,6.1
A0004351,C004351,P011,PM008,20181018,20.5,1502.25,72,0,121,7.7
A0004352,C004352,P011,PM004,20220125,19.2,19.2,1,0.43,122,7.1
A0004353,C004353,P021,PM006,20190710,98.35,6929.4,72,97.1,231,10
A0004354,C004354,P073,PM006,20181219,74.35,4453.3,60,65.99,235,8.5
A0004355,C004355,P299,PM008,20210617,51.35,3244.4,61,17.43,16,10
A0004356,C004356,P027,PM004,20230101,45.65,323.45,6,17.27,318,7.6
A0004357,C004357,P034,PM002,20181010,85.3,2661.1,32,86.44,304,4.1
A0004358,C004358,P090,PM008,20220525,86.55,2697.4,31,84.93,224,4.8
A0004359,C004359,P117,PM008,20190401,73.85,1424.5,19,76.81,125,6.5
A0004360,C004360,P011,PM006,20201001,20.3,1401.15,72,3.6,287,7.1
A0004361,C004361,P097,PM002,20230215,54.2,1739.6,32,17.8,297,7.9
A0004362,C004362,P123,PM002,20230910,90.65,5931,65,86.53,35,8.1
A0004363,C004363,P056,PM006,20221004,50.9,2333.85,45,16.65,3,8
A0004364,C004364,P045,PM002,20181203,25.05,949.85,42,6.23,187,6.8
A0004365,C004365,P073,PM002,20200825,74.85,572.45,8,71.87,260,8.1
A0004366,C004366,P011,PM004,20200621,20.5,696.8,32,10.69,177,7.5
A0004367,C004367,P064,PM004,20191103,63.55,1381.8,22,16.44,246,8.2
A0004368,C004368,P146,PM002,20210727,44.85,2572.95,57,13.62,8,6
A0004369,C004369,P010,PM002,20200208,47.95,47.95,1,11.02,235,9.9
A0004370,C004370,P027,PM002,20220911,45.1,45.1,1,14.65,185,3.5
A0004371,C004371,P027,PM002,20190424,45,45,1,4.79,192,7.5
A0004372,C004372,P126,PM002,20200423,96,2122.45,24,93.27,152,3.5
A0004373,C004373,P011,PM006,20220614,20.05,20.05,1,0,284,4.6
A0004374,C004374,P123,PM002,20230224,90.05,4931.8,54,90.73,301,7.5
A0004375,C004375,P045,PM008,20231019,25.3,116.95,4,5.23,180,8.4
A0004376,C004376,P051,PM006,20190520,108.65,6937.95,65,111.88,386,6.2
A0004377,C004377,P045,PM002,20180420,24.3,1261.7,56,0,221,5.4
A0004378,C004378,P095,PM002,20211106,75.95,3273.8,45,33,387,8.2
A0004379,C004379,P011,PM008,20190201,19.7,1415.85,71,1.67,192,7.4
A0004380,C004380,P306,PM008,20181217,66.4,3958.2,59,16.04,67,8.6
A0004381,C004381,P257,PM006,20220407,35.75,2492.25,69,11.51,13,6.5
A0004382,C004382,P011,PM004,20200710,18.8,279.2,19,1.07,272,9.3
A0004383,C004383,P011,PM008,20230804,19.4,1083,55,0,253,9
A0004384,C004384,P011,PM004,20180421,19.3,755.5,38,1.18,192,8.8
A0004385,C004385,P027,PM002,20180728,45.55,402.6,10,10.63,246,5.9
A0004386,C004386,P145,PM008,20221101,67.45,3252,47,18.21,203,7
A0004387,C004387,P081,PM002,20210416,35.1,68.75,2,7.1,7,3.6
A0004388,C004388,P027,PM008,20221121,46.2,46.2,1,6.7,325,5.4
A0004389,C004389,P027,PM002,20230323,45.15,45.15,1,14.27,266,3.3
A0004390,C004390,P093,PM002,20180111,43.3,43.3,1,15.92,14,6.1
A0004391,C004391,P011,PM004,20200505,20.1,936.85,46,2.78,229,7.6
A0004392,C004392,P003,PM008,20210612,57.15,2250.65,38,21.24,219,5.3
A0004393,C004393,P071,PM008,20220509,58.9,3857.1,65,19.29,146,10
A0004394,C004394,P082,PM002,20220210,73.2,1441.1,19,70.54,216,3.7
A0004395,C004395,P160,PM002,20180509,85.35,4338.6,52,89.55,0,4.9
A0004396,C004396,P011,PM004,20180410,19.45,1378.45,71,0,196,9.4
A0004397,C004397,P027,PM004,20181017,45.95,45.95,1,9.28,242,5.3
A0004398,C004398,P299,PM002,20220512,50.5,2566.3,52,10.33,14,7.5
A0004399,C004399,P045,PM004,20220804,25.1,171,6,5.65,225,7.3
A0004400,C004400,P249,PM004,20210222,60.7,1597.4,26,22.92,281,7.8
A0004401,C004401,P021,PM002,20230119,99,4744.35,48,101.44,53,9.9
A0004402,C004402,P241,PM006,20230102,104.4,6721.6,64,109.76,244,7.5
A0004403,C004403,P171,PM002,20191027,83.75,247.25,3,79.35,98,4.6
A0004404,C004404,P027,PM006,20211002,44.05,44.05,1,14.96,141,7.7
A0004405,C004405,P045,PM008,20191129,24.1,1734.65,72,0,233,8.6
A0004406,C004406,P027,PM004,20180702,45.55,45.55,1,17.9,364,8.1
A0004407,C004407,P209,PM002,20181217,93.8,4539.35,51,93.22,283,6.6
A0004408,C004408,P011,PM006,20221225,19.7,804.25,41,0,251,6.9
A0004409,C004409,P306,PM008,20211102,70.65,5011.15,72,23.9,248,5.2
A0004410,C004410,P108,PM008,20220128,86.45,3574.5,43,30.32,185,7.1
A0004411,C004411,P014,PM008,20191109,114.1,8086.4,72,110.76,201,8.6
A0004412,C004412,P042,PM008,20181206,95.2,4563,47,94.89,288,9.6
A0004413,C004413,P022,PM008,20180421,88.55,6362.35,72,21.27,125,8.6
A0004414,C004414,P011,PM008,20210426,20.75,67.1,3,0,303,8.3
A0004415,C004415,P005,PM002,20220917,70.05,70.05,1,71.05,215,4.8
A0004416,C004416,P034,PM002,20221228,86,165.45,2,89.04,324,5.5
A0004417,C004417,P316,PM006,20220926,44.65,1156.55,26,14.71,17,8.3
A0004418,C004418,P151,PM004,20230311,60.2,1834.15,29,8.31,99,10
A0004419,C004419,P028,PM006,20211112,100.5,3653.35,35,98.75,197,4.6
A0004420,C004420,P003,PM006,20210923,55.45,1477.65,27,5.54,173,9.5
A0004421,C004421,P224,PM008,20230428,70.3,1706.45,24,27.94,86,8.7
A0004422,C004422,P071,PM006,20210914,60.4,3953.7,67,12.69,157,8.8
A0004423,C004423,P073,PM002,20191018,72.65,1194.3,16,78.93,469,2.2
A0004424,C004424,P115,PM006,20181216,55.8,1327.85,23,21.47,304,8.8
A0004425,C004425,P001,PM004,20210217,31.1,419.7,14,4.83,25,8.1
A0004426,C004426,P011,PM002,20201001,21,21,1,0,324,3.6
A0004427,C004427,P027,PM004,20190202,45.1,45.1,1,15.28,183,2.2
A0004428,C004428,P179,PM008,20191008,50.95,207.35,4,11.06,6,8
A0004429,C004429,P263,PM002,20190217,69.1,1083.7,16,21.24,302,8.2
A0004430,C004430,P146,PM002,20180206,43.95,2007.85,46,10.77,13,6.5
A0004431,C004431,P108,PM006,20190224,86.5,5882.75,68,17.04,198,6
A0004432,C004432,P277,PM002,20220123,69.95,2657.55,38,9.83,114,8.2
A0004433,C004433,P030,PM006,20210106,50.4,1527.5,30,16.25,545,6
A0004434,C004434,P089,PM002,20230607,78.95,378.4,5,76.14,237,5.3
A0004435,C004435,P017,PM008,20230517,90.95,1612.2,17,88.18,220,9.4
A0004436,C004436,P011,PM004,20211029,19.9,76.65,4,3.68,260,7.5
A0004437,C004437,P011,PM002,20200320,20.15,260.7,12,6.07,228,7.8
A0004438,C004438,P022,PM008,20200815,90.6,6441.85,72,25.82,261,6.8
A0004439,C004439,P133,PM002,20181116,92,266.8,3,90.3,365,5.9
A0004440,C004440,P246,PM002,20190529,94.45,5124.6,56,96.95,238,7
A0004441,C004441,P045,PM004,20181130,24.85,962.25,41,0,145,9
A0004442,C004442,P239,PM008,20201230,36,1382.9,40,11.92,8,6.3
A0004443,C004443,P139,PM002,20191225,78.5,571.05,7,26.31,208,8.2
A0004444,C004444,P011,PM008,20180108,19.95,1399.35,69,3.6,378,7.6
A0004445,C004445,P011,PM004,20220916,20.65,150,7,0,355,7.3
A0004446,C004446,P001,PM002,20230627,30.5,167.2,5,5.34,10,7.8
A0004447,C004447,P248,PM008,20180613,106.1,7657.4,72,101.71,134,8.7
A0004448,C004448,P011,PM006,20200220,20.5,865.05,44,0.7,139,8.9
A0004449,C004449,P143,PM002,20210811,95.5,6153.85,65,97.9,251,8.4
A0004450,C004450,P195,PM002,20231030,64.6,174.2,3,26.86,280,7.9
A0004451,C004451,P050,PM008,20210722,51.1,1269.6,24,12.86,216,7.8
A0004452,C004452,P147,PM006,20200709,84.8,3862.55,44,82.31,206,6.1
A0004453,C004453,P022,PM008,20220629,89.1,6352.4,72,32.48,196,8.4
A0004454,C004454,P157,PM002,20230119,54.95,1348.5,24,17.97,247,8.1
A0004455,C004455,P150,PM004,20220510,50.9,50.9,1,21.61,35,4.1
A0004456,C004456,P011,PM006,20210107,20.45,471.55,22,1.65,150,8
A0004457,C004457,P104,PM008,20191111,85.95,5931.75,70,20,193,7.5
A0004458,C004458,P230,PM002,20210605,60.35,1404.65,25,11.44,358,8.6
A0004459,C004459,P011,PM006,20190314,19.8,726.1,37,0,176,6.7
A0004460,C004460,P090,PM006,20200803,85.35,1961.6,22,88.66,266,7.8
A0004461,C004461,P301,PM006,20210707,72.1,4194.85,59,27.57,270,8.7
A0004462,C004462,P006,PM002,20180110,99.8,4872.45,49,109.05,366,3.5
A0004463,C004463,P009,PM006,20180607,107.35,5118.95,47,111.57,363,3
A0004464,C004464,P011,PM004,20210327,19.55,658.95,31,6.01,244,4.7
A0004465,C004465,P089,PM002,20210510,81.05,81.05,1,78.15,207,6
A0004466,C004466,P011,PM002,20180501,20.5,76.95,3,0,190,6.5
A0004467,C004467,P044,PM006,20231227,111.8,5809.75,53,116.05,228,8.9
A0004468,C004468,P011,PM004,20191105,20.2,20.2,1,2.29,210,7.5
A0004469,C004469,P011,PM004,20230721,19.7,415.9,20,0.73,299,9.2
A0004470,C004470,P208,PM002,20210707,79.1,246.5,3,81.04,287,2.8
A0004471,C004471,P011,PM006,20211227,19.85,996.95,51,1.81,303,8
A0004472,C004472,P020,PM006,20180213,60.5,3145.15,51,24.57,363,8.5
A0004473,C004473,P011,PM004,20200326,19.55,265.3,13,6.67,417,6.7
A0004474,C004474,P011,PM004,20211010,20.9,20.9,1,2.93,261,9.3
A0004475,C004475,P011,PM004,20180408,21.05,21.05,1,4.44,348,8.7
A0004476,C004476,P277,PM002,20230310,71.5,4576.3,63,24.02,218,5.7
A0004477,C004477,P054,PM004,20190420,54.65,189.1,3,14.09,356,7.8
A0004478,C004478,P011,PM008,20211116,19.2,908.15,46,3.97,345,8.5
A0004479,C004479,P161,PM008,20180109,49.8,49.8,1,7.97,340,7.1
A0004480,C004480,P068,PM004,20220317,25.5,215.2,8,12.92,10,2.7
A0004481,C004481,P011,PM006,20211113,20.5,1500.95,71,0,189,8.7
A0004482,C004482,P183,PM008,20230206,90.4,5099.15,55,91.83,124,10
A0004483,C004483,P159,PM006,20210518,90.25,6385.95,70,86.02,246,7.7
A0004484,C004484,P089,PM002,20190908,80.75,159.45,2,83.52,387,6.5
A0004485,C004485,P241,PM006,20180110,104.6,6885.75,67,104.43,222,6.8
A0004486,C004486,P007,PM006,20190706,91.85,5940.85,65,83.88,320,5
A0004487,C004487,P150,PM008,20200529,50.2,668.85,14,17.16,325,8.9
A0004488,C004488,P186,PM006,20180925,95.5,1916.2,20,92.61,224,8.2
A0004489,C004489,P117,PM002,20190327,75.35,75.35,1,79.76,368,4.5
A0004490,C004490,P073,PM002,20211023,75.45,75.45,1,75.46,0,5.3
A0004491,C004491,P042,PM006,20201218,95.4,4613.95,49,97.38,139,10
A0004492,C004492,P177,PM006,20181021,101.3,7261.25,72,96.51,167,8.3
A0004493,C004493,P130,PM002,20200809,53.1,2459.8,46,12.98,176,7.3
A0004494,C004494,P147,PM006,20200518,84.85,2048.8,24,82.56,280,7.8
A0004495,C004495,P239,PM002,20180420,34.25,163.55,5,14.56,12,10
A0004496,C004496,P159,PM008,20220415,88.6,2888.7,33,96.99,285,8
A0004497,C004497,P201,PM006,20231125,60.15,2421.6,42,14.02,303,7.4
A0004498,C004498,P205,PM008,20201009,99.95,2292.75,23,105.33,164,6.6
A0004499,C004499,P005,PM006,20230129,70.7,553.4,8,59.85,140,5.9
A0004500,C004500,P003,PM004,20230612,54.8,3465.7,66,10.47,285,8.7
A0004501,C004501,P010,PM006,20200424,49.55,1210.4,24,10.07,193,5.7
A0004502,C004502,P097,PM008,20220904,54.8,1291.3,24,9.68,108,7.2
A0004503,C004503,P212,PM008,20231028,78.6,5356.45,69,15.66,337,4.6
A0004504,C004504,P065,PM004,20230701,100.3,5200.8,53,102.36,375,6.5
A0004505,C004505,P244,PM002,20210627,53.6,3237.05,60,15.01,22,7.9
A0004506,C004506,P035,PM002,20181205,81.1,576.65,7,83,266,5.4
A0004507,C004507,P011,PM008,20231006,19.35,433.75,20,3.65,306,7.5
A0004508,C004508,P034,PM002,20180527,85.6,1868.4,23,86.93,373,10
A0004509,C004509,P105,PM002,20200116,80.8,5728.55,72,27.53,192,7.3
A0004510,C004510,P073,PM002,20201106,74.95,825.7,11,74.6,349,4.6
A0004511,C004511,P011,PM004,20210427,19.6,390.4,21,0,274,8.9
A0004512,C004512,P042,PM002,20191215,93.55,93.55,1,98.84,332,4.2
A0004513,C004513,P007,PM002,20220530,90.7,2845.15,31,87.75,266,7.6
A0004514,C004514,P211,PM004,20211119,69.75,3894.4,57,16.25,366,6.1
A0004515,C004515,P011,PM006,20221122,20,886.4,45,0,270,9.7
